Time, Epoch, DiscriminatorLoss, DiscriminatorAcc, GeneratorLoss
5332.997, 5120, 0.647070, 59.38, 0.801808
5346.304, 5130, 0.510010, 82.81, 0.734952
5358.348, 5140, 0.851396, 42.19, 0.567488
5369.782, 5150, 0.718313, 51.56, 0.813541
5381.911, 5160, 0.713411, 50.00, 0.802309
5392.852, 5170, 0.568155, 71.88, 0.531258
5403.886, 5180, 0.699911, 53.12, 0.629565
5415.083, 5190, 0.797087, 26.56, 0.674930
5426.424, 5200, 0.754381, 54.69, 0.777449
5439.089, 5210, 0.757740, 48.44, 0.505312
5450.657, 5220, 0.604445, 70.31, 0.368649
5462.713, 5230, 0.652869, 64.06, 0.802940
5474.187, 5240, 0.545694, 78.12, 0.807030
5484.947, 5250, 0.854643, 28.12, 0.580709
5496.332, 5260, 1.058164, 9.38, 0.595365
5507.149, 5270, 0.660129, 64.06, 0.922204
5517.383, 5280, 0.666821, 57.81, 0.637138
5528.013, 5290, 0.710254, 51.56, 0.412897
5538.401, 5300, 0.746353, 39.06, 0.728800
5549.793, 5310, 0.749903, 45.31, 0.752691
5560.609, 5320, 0.526617, 75.00, 0.772712
5570.159, 5330, 0.731980, 50.00, 1.146210
5579.714, 5340, 0.670814, 56.25, 0.716997
5589.417, 5350, 0.839282, 37.50, 0.753201
